"chr"	"cl"	"feature_n"	"emp.pval"
"chr22"	"5kb_4_6_45950000_45965000"	5	0.0909090909090909
"chr22"	"5kb_6_15_45970000_45995000"	3	0.363636363636364
"chr22"	"5kb_8_28_46040000_46075000"	3	0.363636363636364
"chr22"	"5kb_8_28_46000000_46035000"	5	0.181818181818182
"chr22"	"10kb_3_3_45400000_45420000"	1	1
"chr22"	"10kb_3_3_45530000_45550000"	6	0.181818181818182
"chr22"	"5kb_20_190_45840000_45945000"	19	0.0909090909090909
"chr22"	"5kb_2_1_45920000_45935000"	9	0.0909090909090909
"chr22"	"10kb_11_55_45720000_45820000"	3	1
"chr22"	"10kb_8_28_45650000_45830000"	6	0.272727272727273
"chr22"	"5kb_4_6_45620000_45635000"	4	0.0909090909090909
"chr22"	"5kb_2_1_45640000_45645000"	1	0.272727272727273
"chr22"	"5kb_2_1_45610000_45615000"	1	1
"chr22"	"5kb_2_1_45600000_45605000"	4	0.818181818181818
"chr22"	"5kb_4_6_46450000_46465000"	12	0.0909090909090909
"chr22"	"5kb_4_6_46470000_46485000"	12	0.0909090909090909
"chr22"	"5kb_4_6_46400000_46515000"	1	1
"chr22"	"5kb_3_3_46490000_46500000"	2	0.181818181818182
"chr22"	"5kb_2_1_46440000_46445000"	8	0.0909090909090909
"chr22"	"5kb_3_3_46415000_46425000"	1	0.272727272727273
"chr22"	"5kb_2_1_46405000_46410000"	1	0.363636363636364
"chr22"	"10kb_3_3_46630000_46650000"	2	1
"chr22"	"10kb_3_3_46660000_46680000"	3	0.545454545454545
"chr22"	"10kb_4_6_46540000_46570000"	3	0.818181818181818
"chr22"	"5kb_6_15_46690000_46715000"	3	0.818181818181818
"chr22"	"5kb_3_3_46720000_46730000"	2	1
"chr22"	"5kb_2_1_46830000_46835000"	1	0.181818181818182
"chr22"	"5kb_2_1_46930000_46935000"	6	0.0909090909090909
"chr22"	"5kb_3_3_46915000_46925000"	1	0.454545454545455
"chr22"	"5kb_3_3_46900000_46910000"	1	0.272727272727273
"chr22"	"5kb_4_6_46970000_46985000"	2	0.0909090909090909
"chr22"	"5kb_4_6_17850000_17865000"	1	0.272727272727273
"chr22"	"5kb_2_1_17670000_17675000"	1	0.636363636363636
"chr22"	"5kb_2_1_17655000_17660000"	1	0.272727272727273
"chr22"	"5kb_1_0_17650000_17650000"	1	0.0909090909090909
"chr22"	"5kb_2_1_17570000_17575000"	1	0.363636363636364
"chr22"	"5kb_2_1_17560000_17565000"	3	0.363636363636364
"chr22"	"5kb_2_1_17630000_17635000"	3	0.0909090909090909
"chr22"	"5kb_2_1_17640000_17645000"	3	0.818181818181818
"chr22"	"5kb_2_1_17950000_17955000"	1	0.636363636363636
"chr22"	"5kb_2_1_47140000_47145000"	1	0.0909090909090909
"chr22"	"5kb_2_1_47125000_47130000"	1	0.545454545454545
"chr22"	"5kb_3_3_47160000_47170000"	3	0.181818181818182
"chr22"	"5kb_2_1_47150000_47155000"	6	0.0909090909090909
"chr22"	"5kb_3_3_47070000_47080000"	3	0.545454545454545
"chr22"	"10kb_3_3_47470000_47490000"	2	0.181818181818182
"chr22"	"10kb_5_10_47500000_47540000"	1	0.454545454545455
"chr22"	"10kb_3_3_47550000_47570000"	2	0.272727272727273
"chr22"	"10kb_2_1_47580000_47590000"	1	0.545454545454545
"chr22"	"10kb_14_91_48100000_48240000"	1	0.909090909090909
"chr22"	"50kb_1_0_47800000_47800000"	1	0.636363636363636
"chr22"	"50kb_2_1_49450000_49500000"	1	0.818181818181818
"chr22"	"50kb_2_1_49750000_49800000"	1	0.909090909090909
"chr22"	"5kb_2_1_50340000_50345000"	3	0.0909090909090909
"chr22"	"5kb_4_6_50200000_50215000"	1	0.909090909090909
"chr22"	"5kb_6_15_50220000_50245000"	6	0.0909090909090909
"chr22"	"10kb_5_10_50250000_50290000"	2	0.818181818181818
"chr22"	"10kb_2_1_50300000_50310000"	6	0.0909090909090909
"chr22"	"10kb_3_3_50520000_50540000"	1	1
"chr22"	"5kb_3_3_50920000_50930000"	2	0.818181818181818
"chr22"	"5kb_3_3_50935000_50945000"	6	0.0909090909090909
"chr22"	"10kb_2_1_50900000_50910000"	4	0.454545454545455
"chr22"	"5kb_5_10_50800000_50820000"	1	0.818181818181818
"chr22"	"5kb_1_0_50960000_50960000"	3	0.636363636363636
"chr22"	"5kb_1_0_50965000_50965000"	3	0.545454545454545
"chr22"	"5kb_2_1_50970000_50975000"	8	0.0909090909090909
"chr22"	"10kb_2_1_50700000_50710000"	5	0.363636363636364
"chr22"	"10kb_3_3_50750000_50770000"	3	0.363636363636364
"chr22"	"5kb_2_1_50740000_50745000"	13	0.0909090909090909
"chr22"	"5kb_4_6_50720000_50735000"	5	0.0909090909090909
"chr22"	"5kb_2_1_50690000_50695000"	1	0.909090909090909
"chr22"	"5kb_2_1_50680000_50685000"	6	0.181818181818182
"chr22"	"5kb_3_3_50615000_50625000"	5	0.0909090909090909
"chr22"	"5kb_3_3_50600000_50610000"	4	0.0909090909090909
"chr22"	"5kb_3_3_50630000_50640000"	3	0.636363636363636
"chr22"	"10kb_5_10_35050000_35090000"	1	0.545454545454545
"chr22"	"10kb_2_1_35400000_35410000"	1	0.181818181818182
"chr22"	"10kb_5_10_35500000_35540000"	1	0.545454545454545
"chr22"	"10kb_7_21_34650000_34710000"	2	0.363636363636364
"chr22"	"10kb_3_3_34050000_34070000"	1	0.454545454545455
"chr22"	"10kb_4_6_34120000_34150000"	1	0.727272727272727
"chr22"	"5kb_6_15_34250000_34280000"	1	0.363636363636364
"chr22"	"5kb_2_1_35710000_35715000"	1	0.363636363636364
"chr22"	"5kb_1_0_35735000_35735000"	11	0.0909090909090909
"chr22"	"5kb_3_3_35650000_35660000"	2	0.454545454545455
"chr22"	"5kb_2_1_35690000_35695000"	1	0.909090909090909
"chr22"	"5kb_2_1_35990000_35995000"	1	0.181818181818182
"chr22"	"5kb_2_1_35820000_35825000"	2	0.0909090909090909
"chr22"	"5kb_2_1_35810000_35815000"	1	0.818181818181818
"chr22"	"5kb_3_3_35780000_35790000"	2	0.181818181818182
"chr22"	"5kb_3_3_35795000_35805000"	2	1
"chr22"	"5kb_3_3_35765000_35775000"	3	0.272727272727273
"chr22"	"5kb_5_10_35845000_35865000"	1	0.454545454545455
"chr22"	"5kb_3_3_35830000_35840000"	2	0.0909090909090909
"chr22"	"5kb_3_3_35930000_35940000"	2	0.636363636363636
"chr22"	"5kb_4_6_35910000_35925000"	1	0.181818181818182
"chr22"	"5kb_5_10_33250000_33270000"	49	0.0909090909090909
"chr22"	"5kb_3_3_33275000_33285000"	1	0.272727272727273
"chr22"	"5kb_10_45_33200000_33245000"	6	0.0909090909090909
"chr22"	"5kb_5_10_33150000_33170000"	2	0.0909090909090909
"chr22"	"5kb_5_10_33175000_33195000"	3	0.454545454545455
"chr22"	"10kb_2_1_23650000_23670000"	1	0.818181818181818
"chr22"	"10kb_4_6_23710000_23740000"	2	0.818181818181818
"chr22"	"10kb_3_3_23390000_23410000"	3	0.363636363636364
"chr22"	"5kb_3_3_23350000_23360000"	1	0.181818181818182
"chr22"	"10kb_2_1_23450000_23460000"	1	0.909090909090909
"chr22"	"5kb_3_3_23470000_23480000"	1	0.636363636363636
"chr22"	"5kb_3_3_23485000_23495000"	1	0.545454545454545
"chr22"	"5kb_6_15_23520000_23545000"	4	0.0909090909090909
"chr22"	"5kb_3_3_23635000_23645000"	1	0.272727272727273
"chr22"	"5kb_3_3_23510000_23620000"	1	0.545454545454545
"chr22"	"10kb_2_1_22850000_22860000"	1	0.909090909090909
"chr22"	"5kb_3_3_22435000_22445000"	1	0.272727272727273
"chr22"	"5kb_2_1_22030000_22035000"	1	0.636363636363636
"chr22"	"5kb_2_1_22020000_22025000"	2	0.181818181818182
"chr22"	"5kb_2_1_22000000_22005000"	1	0.818181818181818
"chr22"	"5kb_3_3_22280000_22290000"	2	0.636363636363636
"chr22"	"5kb_3_3_22295000_22305000"	2	0.363636363636364
"chr22"	"10kb_4_6_22140000_22220000"	4	0.181818181818182
"chr22"	"10kb_5_10_22170000_22210000"	2	0.181818181818182
"chr22"	"5kb_5_10_22090000_22110000"	1	0.909090909090909
"chr22"	"5kb_5_10_22115000_22135000"	1	0.818181818181818
"chr22"	"10kb_2_1_26860000_26870000"	8	0.363636363636364
"chr22"	"5kb_3_3_26815000_26825000"	1	0.545454545454545
"chr22"	"5kb_3_3_26775000_26785000"	1	1
"chr22"	"5kb_3_3_26900000_26910000"	2	0.545454545454545
"chr22"	"5kb_4_6_26950000_26965000"	3	0.818181818181818
"chr22"	"5kb_3_3_26985000_26995000"	2	0.545454545454545
"chr22"	"10kb_9_36_25760000_25840000"	4	0.454545454545455
"chr22"	"10kb_5_10_25960000_26000000"	5	0.0909090909090909
"chr22"	"10kb_5_10_25870000_25910000"	1	0.727272727272727
"chr22"	"10kb_4_6_26110000_26140000"	1	1
"chr22"	"10kb_5_10_26360000_26400000"	2	0.545454545454545
"chr22"	"5kb_3_3_26255000_26265000"	1	0.272727272727273
"chr22"	"10kb_3_3_26550000_26570000"	1	0.909090909090909
"chr22"	"5kb_7_21_25500000_25530000"	8	0.0909090909090909
"chr22"	"5kb_5_10_25535000_25555000"	1	0.454545454545455
"chr22"	"5kb_2_1_25340000_25345000"	4	0.0909090909090909
"chr22"	"10kb_10_45_27540000_27630000"	3	0.363636363636364
"chr22"	"10kb_5_10_27490000_27530000"	5	0.0909090909090909
"chr22"	"10kb_4_6_27450000_27480000"	1	0.636363636363636
"chr22"	"10kb_3_3_27260000_27280000"	1	0.363636363636364
"chr22"	"5kb_2_1_28140000_28145000"	1	0.454545454545455
"chr22"	"5kb_5_10_28115000_28135000"	2	0.0909090909090909
"chr22"	"5kb_2_1_28105000_28110000"	2	0.0909090909090909
"chr22"	"10kb_3_3_27780000_27800000"	1	0.272727272727273
"chr22"	"10kb_7_21_27810000_27870000"	5	0.0909090909090909
"chr22"	"10kb_3_3_28950000_28970000"	1	0.181818181818182
"chr22"	"10kb_5_10_28800000_28840000"	2	0.454545454545455
"chr22"	"5kb_3_3_28535000_28545000"	1	0.0909090909090909
"chr22"	"5kb_4_6_28360000_28375000"	2	0.727272727272727
"chr22"	"5kb_5_10_28310000_28330000"	4	0.454545454545455
"chr22"	"5kb_2_1_28300000_28305000"	2	0.0909090909090909
"chr22"	"5kb_3_3_28260000_28270000"	1	0.272727272727273
"chr22"	"5kb_2_1_28275000_28280000"	1	0.636363636363636
"chr22"	"5kb_6_15_19720000_19745000"	2	0.636363636363636
"chr22"	"5kb_4_6_19750000_19765000"	2	0.272727272727273
"chr22"	"5kb_3_3_19870000_19880000"	1	0.727272727272727
"chr22"	"5kb_6_15_19810000_19835000"	1	0.909090909090909
"chr22"	"5kb_6_15_19840000_19865000"	6	0.272727272727273
"chr22"	"5kb_2_1_19920000_19925000"	7	0.0909090909090909
"chr22"	"5kb_2_1_19950000_19955000"	9	0.0909090909090909
"chr22"	"5kb_4_6_19150000_19165000"	8	0.0909090909090909
"chr22"	"5kb_4_6_19270000_19285000"	1	0.636363636363636
"chr22"	"5kb_3_3_19335000_19345000"	1	0.181818181818182
"chr22"	"10kb_3_3_19080000_19100000"	2	0.272727272727273
"chr22"	"10kb_4_6_19110000_19140000"	2	1
"chr22"	"10kb_4_6_19040000_19070000"	2	0.181818181818182
"chr22"	"5kb_4_6_19500000_19515000"	2	0.545454545454545
"chr22"	"10kb_3_3_19460000_19610000"	6	0.181818181818182
"chr22"	"5kb_2_1_19435000_19440000"	1	1
"chr22"	"5kb_1_0_19430000_19430000"	2	0.545454545454545
"chr22"	"5kb_2_1_19420000_19425000"	2	0.181818181818182
"chr22"	"5kb_4_6_19365000_19380000"	1	0.363636363636364
"chr22"	"5kb_3_3_19405000_19415000"	7	0.0909090909090909
"chr22"	"10kb_10_45_30280000_30370000"	2	0.636363636363636
"chr22"	"10kb_13_78_30160000_30390000"	8	0.636363636363636
"chr22"	"10kb_17_136_30000000_30490000"	6	1
"chr22"	"10kb_10_45_30070000_30170000"	3	0.909090909090909
"chr22"	"10kb_8_28_30500000_30650000"	28	0.0909090909090909
"chr22"	"10kb_8_28_30510000_30580000"	3	0.363636363636364
"chr22"	"10kb_9_36_30660000_30740000"	10	0.363636363636364
"chr22"	"10kb_5_10_30750000_30790000"	11	0.363636363636364
"chr22"	"10kb_11_55_31040000_31140000"	6	0.909090909090909
"chr22"	"10kb_4_6_31000000_31030000"	11	0.0909090909090909
"chr22"	"10kb_19_171_30810000_30990000"	12	0.909090909090909
"chr22"	"10kb_1_0_30800000_30800000"	1	1
"chr22"	"10kb_9_36_31330000_31490000"	18	0.181818181818182
"chr22"	"10kb_8_28_31370000_31440000"	1	0.636363636363636
"chr22"	"10kb_9_36_31150000_31320000"	3	0.727272727272727
"chr22"	"10kb_9_36_31200000_31280000"	1	1
"chr22"	"10kb_10_45_29000000_29100000"	2	0.909090909090909
"chr22"	"10kb_9_36_29110000_29190000"	24	0.0909090909090909
"chr22"	"10kb_16_120_29270000_29420000"	9	0.272727272727273
"chr22"	"10kb_9_36_29200000_29440000"	1	0.727272727272727
"chr22"	"50kb_2_1_29450000_29500000"	5	0.909090909090909
"chr22"	"50kb_2_1_29550000_29600000"	1	1
"chr22"	"5kb_7_21_29665000_29695000"	1	1
"chr22"	"5kb_3_3_29650000_29660000"	8	0.0909090909090909
"chr22"	"10kb_6_15_29700000_29750000"	4	1
"chr22"	"10kb_4_6_29760000_29790000"	4	0.363636363636364
"chr22"	"10kb_4_6_29860000_29890000"	1	1
"chr22"	"10kb_6_15_29800000_29850000"	1	0.909090909090909
"chr22"	"10kb_5_10_29950000_29990000"	7	0.0909090909090909
"chr22"	"10kb_5_10_29900000_29940000"	4	0.272727272727273
"chr22"	"10kb_2_1_32350000_32360000"	14	0.0909090909090909
"chr22"	"10kb_6_15_32370000_32490000"	2	0.363636363636364
"chr22"	"5kb_9_36_32415000_32455000"	6	0.0909090909090909
"chr22"	"50kb_3_3_32500000_32600000"	1	1
"chr22"	"10kb_5_10_32800000_32840000"	4	0.363636363636364
"chr22"	"10kb_5_10_32750000_32790000"	2	1
"chr22"	"5kb_7_21_32965000_32995000"	1	0.272727272727273
"chr22"	"5kb_4_6_32910000_32925000"	1	0.636363636363636
"chr22"	"10kb_2_1_32880000_32890000"	1	1
"chr22"	"5kb_3_3_32865000_32875000"	8	0.0909090909090909
"chr22"	"10kb_4_6_31850000_31880000"	3	0.545454545454545
"chr22"	"10kb_5_10_31890000_31930000"	6	0.0909090909090909
"chr22"	"10kb_6_15_31940000_31990000"	1	0.909090909090909
"chr22"	"10kb_5_10_32000000_32040000"	8	0.181818181818182
"chr22"	"10kb_8_28_32270000_32340000"	8	0.545454545454545
"chr22"	"10kb_5_10_32150000_32190000"	1	0.818181818181818
"chr22"	"10kb_10_45_32050000_32140000"	7	0.909090909090909
"chr22"	"5kb_15_105_31500000_31575000"	6	1
"chr22"	"10kb_7_21_31580000_31640000"	11	0.0909090909090909
"chr22"	"10kb_5_10_31650000_31690000"	10	0.0909090909090909
"chr22"	"10kb_5_10_31740000_31780000"	2	0.909090909090909
"chr22"	"5kb_7_21_31790000_31820000"	4	0.0909090909090909
"chr22"	"5kb_2_1_24090000_24095000"	3	0.727272727272727
"chr22"	"5kb_2_1_24080000_24085000"	1	0.909090909090909
"chr22"	"5kb_3_3_24050000_24060000"	3	0.454545454545455
"chr22"	"5kb_3_3_24100000_24110000"	3	0.636363636363636
"chr22"	"5kb_3_3_24115000_24125000"	3	0.181818181818182
"chr22"	"5kb_2_1_24165000_24170000"	2	0.0909090909090909
"chr22"	"5kb_4_6_24130000_24145000"	2	0.636363636363636
"chr22"	"5kb_5_10_24775000_24795000"	1	0.272727272727273
"chr22"	"5kb_7_21_24740000_24770000"	1	0.454545454545455
"chr22"	"5kb_15_105_24800000_24925000"	1	1
"chr22"	"5kb_4_6_24980000_24995000"	2	0.909090909090909
"chr22"	"5kb_6_15_24950000_24975000"	10	0.0909090909090909
"chr22"	"5kb_5_10_24400000_24420000"	3	0.636363636363636
"chr22"	"10kb_2_1_24480000_24490000"	1	0.272727272727273
"chr22"	"5kb_4_6_24600000_24615000"	1	0.454545454545455
"chr22"	"5kb_3_3_24565000_24575000"	2	0.818181818181818
"chr22"	"5kb_5_10_24530000_24550000"	6	0.0909090909090909
"chr22"	"10kb_2_1_37060000_37070000"	1	0.0909090909090909
"chr22"	"5kb_2_1_37170000_37175000"	2	0.363636363636364
"chr22"	"5kb_4_6_37210000_37225000"	1	0.818181818181818
"chr22"	"5kb_4_6_37510000_37525000"	1	0.545454545454545
"chr22"	"5kb_2_1_37445000_37450000"	3	0.363636363636364
"chr22"	"5kb_2_1_37410000_37415000"	6	0.0909090909090909
"chr22"	"5kb_2_1_37420000_37425000"	5	0.0909090909090909
"chr22"	"5kb_5_10_37275000_37295000"	1	0.454545454545455
"chr22"	"5kb_4_6_37620000_37635000"	19	0.0909090909090909
"chr22"	"5kb_4_6_37640000_37655000"	5	0.0909090909090909
"chr22"	"5kb_3_3_37590000_37600000"	2	0.909090909090909
"chr22"	"5kb_3_3_37550000_37560000"	1	0.363636363636364
"chr22"	"5kb_5_10_37565000_37585000"	3	0.818181818181818
"chr22"	"5kb_5_10_37755000_37775000"	1	1
"chr22"	"5kb_3_3_37700000_37710000"	2	0.363636363636364
"chr22"	"5kb_2_1_37820000_37825000"	5	0.0909090909090909
"chr22"	"5kb_2_1_37930000_37935000"	1	0.545454545454545
"chr22"	"5kb_2_1_37960000_37965000"	13	0.0909090909090909
"chr22"	"5kb_2_1_37950000_37955000"	3	0.181818181818182
"chr22"	"5kb_2_1_37940000_37945000"	1	0.0909090909090909
"chr22"	"5kb_2_1_37970000_37975000"	1	0.818181818181818
"chr22"	"5kb_2_1_37880000_37885000"	1	0.818181818181818
"chr22"	"5kb_3_3_37890000_37900000"	1	0.909090909090909
"chr22"	"5kb_2_1_37915000_37920000"	3	0.0909090909090909
"chr22"	"5kb_3_3_38125000_38135000"	1	0.636363636363636
"chr22"	"5kb_3_3_38080000_38090000"	3	0.818181818181818
"chr22"	"5kb_5_10_38150000_38170000"	4	0.545454545454545
"chr22"	"5kb_2_1_38140000_38145000"	5	0.0909090909090909
"chr22"	"5kb_2_1_38005000_38010000"	3	0.0909090909090909
"chr22"	"5kb_1_0_38000000_38000000"	4	0.0909090909090909
"chr22"	"5kb_2_1_38025000_38030000"	1	1
"chr22"	"5kb_2_1_38045000_38050000"	3	0.272727272727273
"chr22"	"5kb_2_1_38035000_38040000"	3	0.181818181818182
"chr22"	"5kb_2_1_38070000_38075000"	15	0.0909090909090909
"chr22"	"5kb_3_3_38055000_38065000"	1	0.636363636363636
"chr22"	"5kb_3_3_38200000_38210000"	14	0.0909090909090909
"chr22"	"5kb_5_10_38215000_38235000"	1	0.909090909090909
"chr22"	"5kb_4_6_38250000_38265000"	2	0.0909090909090909
"chr22"	"5kb_2_1_38240000_38245000"	8	0.0909090909090909
"chr22"	"5kb_3_3_38270000_38280000"	4	0.0909090909090909
"chr22"	"5kb_4_6_38285000_38300000"	8	0.0909090909090909
"chr22"	"5kb_4_6_38305000_38320000"	6	0.0909090909090909
"chr22"	"5kb_2_1_38375000_38380000"	1	0.909090909090909
"chr22"	"5kb_2_1_38360000_38365000"	1	0.545454545454545
"chr22"	"5kb_7_21_38840000_38875000"	4	0.636363636363636
"chr22"	"5kb_6_15_38880000_38905000"	30	0.0909090909090909
"chr22"	"5kb_3_3_39040000_39050000"	3	0.636363636363636
"chr22"	"5kb_3_3_39085000_39095000"	11	0.0909090909090909
"chr22"	"5kb_3_3_39070000_39080000"	6	0.272727272727273
"chr22"	"10kb_4_6_38610000_38640000"	3	0.818181818181818
"chr22"	"5kb_10_45_38505000_38550000"	2	0.909090909090909
"chr22"	"5kb_12_66_38500000_38605000"	9	0.0909090909090909
"chr22"	"5kb_3_3_38450000_38460000"	3	0.545454545454545
"chr22"	"5kb_5_10_38465000_38485000"	2	0.727272727272727
"chr22"	"5kb_4_6_38690000_38705000"	3	0.0909090909090909
"chr22"	"5kb_8_28_38710000_38745000"	10	0.0909090909090909
"chr22"	"10kb_2_1_38670000_38680000"	2	0.272727272727273
"chr22"	"10kb_2_1_38650000_38660000"	3	0.454545454545455
"chr22"	"5kb_8_28_40450000_40485000"	2	0.272727272727273
"chr22"	"5kb_8_28_40495000_40530000"	1	0.636363636363636
"chr22"	"5kb_10_45_40570000_40615000"	6	0.0909090909090909
"chr22"	"5kb_10_45_40620000_40665000"	3	0.545454545454545
"chr22"	"10kb_4_6_40710000_40740000"	5	0.727272727272727
"chr22"	"10kb_4_6_40670000_40700000"	2	0.272727272727273
"chr22"	"10kb_8_28_40220000_40290000"	1	0.909090909090909
"chr22"	"10kb_9_36_40130000_40210000"	1	0.909090909090909
"chr22"	"10kb_6_15_40330000_40380000"	1	1
"chr22"	"10kb_4_6_40040000_40320000"	1	0.636363636363636
"chr22"	"10kb_11_55_39900000_40440000"	17	0.0909090909090909
"chr22"	"10kb_9_36_39950000_40030000"	1	1
"chr22"	"5kb_4_6_40765000_40780000"	1	0.818181818181818
"chr22"	"5kb_4_6_40890000_40905000"	4	0.0909090909090909
"chr22"	"5kb_16_120_40820000_41045000"	6	0.0909090909090909
"chr22"	"5kb_25_300_40915000_41035000"	9	0.0909090909090909
"chr22"	"5kb_5_10_41230000_41250000"	6	0.363636363636364
"chr22"	"5kb_3_3_41215000_41225000"	2	0.636363636363636
"chr22"	"5kb_10_45_41080000_41125000"	2	0.181818181818182
"chr22"	"5kb_6_15_41050000_41075000"	1	0.727272727272727
"chr22"	"10kb_2_1_39240000_39250000"	3	0.181818181818182
"chr22"	"5kb_4_6_39260000_39275000"	12	0.0909090909090909
"chr22"	"5kb_6_15_39130000_39155000"	11	0.0909090909090909
"chr22"	"5kb_6_15_39100000_39125000"	2	0.636363636363636
"chr22"	"5kb_4_6_39180000_39195000"	2	0.454545454545455
"chr22"	"5kb_4_6_39530000_39545000"	5	0.0909090909090909
"chr22"	"10kb_6_15_39450000_39500000"	7	0.454545454545455
"chr22"	"10kb_5_10_39400000_39440000"	7	0.272727272727273
"chr22"	"10kb_3_3_39350000_39370000"	2	0.909090909090909
"chr22"	"5kb_4_6_39330000_39345000"	2	0.0909090909090909
"chr22"	"5kb_7_21_39650000_39680000"	1	0.545454545454545
"chr22"	"5kb_7_21_39640000_39705000"	8	0.0909090909090909
"chr22"	"10kb_6_15_39580000_39630000"	5	0.0909090909090909
"chr22"	"5kb_2_1_39740000_39745000"	1	0.727272727272727
"chr22"	"5kb_2_1_39710000_39715000"	5	0.272727272727273
"chr22"	"5kb_3_3_39885000_39895000"	4	0.454545454545455
"chr22"	"5kb_3_3_39780000_39790000"	1	0.727272727272727
"chr22"	"5kb_3_3_39795000_39805000"	1	0.636363636363636
"chr22"	"5kb_6_15_41320000_41345000"	5	0.545454545454545
"chr22"	"5kb_8_28_41410000_41445000"	2	0.363636363636364
"chr22"	"5kb_8_28_41450000_41485000"	7	0.0909090909090909
"chr22"	"10kb_3_3_41350000_41370000"	1	0.454545454545455
"chr22"	"10kb_4_6_41540000_41570000"	4	0.0909090909090909
"chr22"	"10kb_4_6_41580000_41610000"	4	0.454545454545455
"chr22"	"10kb_4_6_41810000_41840000"	11	0.0909090909090909
"chr22"	"10kb_3_3_41780000_41800000"	2	0.636363636363636
"chr22"	"5kb_5_10_41850000_41870000"	3	0.272727272727273
"chr22"	"5kb_6_15_41650000_41675000"	1	1
"chr22"	"5kb_6_15_41680000_41705000"	8	0.0909090909090909
"chr22"	"5kb_7_21_41710000_41740000"	4	0.0909090909090909
"chr22"	"5kb_7_21_41745000_41775000"	4	0.727272727272727
"chr22"	"5kb_3_3_41930000_41940000"	4	0.181818181818182
"chr22"	"5kb_5_10_41945000_41965000"	2	0.363636363636364
"chr22"	"5kb_3_3_42010000_42020000"	7	0.0909090909090909
"chr22"	"5kb_5_10_41985000_42005000"	3	0.363636363636364
"chr22"	"5kb_7_21_42765000_42795000"	1	0.909090909090909
"chr22"	"10kb_3_3_42710000_42730000"	1	0.454545454545455
"chr22"	"5kb_15_105_42550000_42625000"	3	0.454545454545455
"chr22"	"5kb_6_15_42630000_42655000"	1	0.636363636363636
"chr22"	"5kb_4_6_42660000_42675000"	5	0.0909090909090909
"chr22"	"5kb_6_15_42370000_42395000"	3	0.818181818181818
"chr22"	"10kb_6_15_42290000_42340000"	7	0.636363636363636
"chr22"	"10kb_7_21_42220000_42280000"	11	0.0909090909090909
"chr22"	"10kb_10_45_42110000_42210000"	2	0.909090909090909
"chr22"	"10kb_5_10_42060000_42100000"	8	0.0909090909090909
"chr22"	"5kb_4_6_43230000_43245000"	1	0.181818181818182
"chr22"	"5kb_4_6_43210000_43225000"	1	0.0909090909090909
"chr22"	"5kb_7_21_43050000_43080000"	3	0.0909090909090909
"chr22"	"5kb_7_21_43085000_43115000"	3	0.727272727272727
"chr22"	"10kb_6_15_43250000_43300000"	2	0.818181818181818
"chr22"	"10kb_6_15_43310000_43360000"	6	0.181818181818182
"chr22"	"10kb_6_15_43370000_43420000"	4	0.181818181818182
"chr22"	"5kb_3_3_43510000_43520000"	1	0.181818181818182
"chr22"	"5kb_5_10_43525000_43545000"	4	0.454545454545455
"chr22"	"5kb_5_10_43485000_43505000"	3	0.545454545454545
"chr22"	"5kb_1_0_42945000_42945000"	2	0.727272727272727
"chr22"	"5kb_2_1_42840000_42845000"	2	0.0909090909090909
"chr22"	"10kb_4_6_44730000_44760000"	2	0.454545454545455
"chr22"	"10kb_3_3_44700000_44720000"	4	0.181818181818182
"chr22"	"10kb_5_10_44810000_44850000"	1	0.818181818181818
"chr22"	"10kb_4_6_44860000_44890000"	6	0.454545454545455
"chr22"	"10kb_3_3_44900000_44920000"	1	0.545454545454545
"chr22"	"10kb_4_6_44930000_44960000"	1	1
"chr22"	"10kb_4_6_44480000_45010000"	1	0.636363636363636
"chr22"	"10kb_5_10_44350000_44390000"	6	0.363636363636364
"chr22"	"10kb_8_28_44400000_44470000"	4	0.636363636363636
"chr22"	"10kb_9_36_44510000_44590000"	4	0.909090909090909
"chr22"	"10kb_3_3_45060000_45080000"	1	0.909090909090909
"chr22"	"10kb_6_15_45090000_45140000"	2	1
"chr22"	"10kb_3_3_45170000_45190000"	1	0.909090909090909
"chr22"	"10kb_6_15_45200000_45250000"	2	0.454545454545455
"chr22"	"10kb_5_10_45260000_45300000"	1	1
"chr22"	"10kb_4_6_43850000_43880000"	1	0.636363636363636
"chr22"	"5kb_5_10_44120000_44140000"	1	0.727272727272727
"chr22"	"5kb_9_36_44290000_44330000"	2	0.272727272727273
"chr22"	"5kb_4_6_44250000_44265000"	1	0.636363636363636
"chr22"	"5kb_3_3_44200000_44210000"	2	0.272727272727273
"chr22"	"10kb_3_3_43720000_43740000"	2	0.636363636363636
"chr22"	"10kb_3_3_43630000_43650000"	1	0.454545454545455
"chr22"	"10kb_3_3_43600000_43620000"	1	0.181818181818182
"chr22"	"10kb_2_1_43660000_43670000"	2	0.454545454545455
"chr22"	"5kb_3_3_46355000_46365000"	1	0.727272727272727
"chr22"	"10kb_2_1_46150000_46160000"	2	0.454545454545455
"chr22"	"5kb_3_3_46135000_46145000"	1	0.545454545454545
"chr22"	"5kb_4_6_46080000_46095000"	1	0.454545454545455
"chr22"	"5kb_2_1_45950000_45955000"	5	0.0909090909090909
"chr22"	"5kb_3_3_45970000_45980000"	1	0.181818181818182
"chr22"	"5kb_3_3_45985000_45995000"	2	0.454545454545455
"chr22"	"5kb_3_3_46065000_46075000"	3	0.272727272727273
"chr22"	"5kb_4_6_46020000_46035000"	3	0.181818181818182
"chr22"	"5kb_4_6_46000000_46015000"	2	0.454545454545455
